website;Offline Capabilities;Push Notifications;Add to Home Screen;Background Sync;Navigation Preload;Storage Estimation;Persistent Storage;Web Share;Media Session;Media Capabilities;Device Memory;Getting Installed Related Apps;Payment Request;Credential Management;Background Tasks;Background Fetch
gmall.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gettimely.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dailydeals.ai;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
proprietario-telefono.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ganjipakhsh.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
aussiestockforums.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sida.se;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ardmediathek.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tumblr.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
stiri.md;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
onlinethreatalerts.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
super-shop.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
fantasticmetropolis.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lottohelden.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sintesis.com.mx;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
elwatannews.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bestbride.org;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
goteborgenergi.se;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pezeshkkala.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
pcredivewiki.tw;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
man-eco.ru;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
earth.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ria.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lexico.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
paninigroup.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
miagenciadeviajes.com.ar;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
idealworld.tv;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
whatsbestforum.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dianashealthyliving.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
treadmilldoctor.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
forestparkreview.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
marathonsports.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
doonee.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thekotel.org;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
minijoy.games;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
anime1.me;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
justetf.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ritheme.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
norinesnest.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
berliner-rundfunk.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mrantifun.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
exir.io;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
politros.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
pickr.com.au;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
flightjournal.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
getform.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
anniecloth.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
farmaciamarket.es;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lalacomputer.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
absolventa.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
earlowen.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
talesofamountainmama.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
construrama.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ljbtc.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
watcho.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sad24.ir;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
myinstants.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
metart.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lizaypirlanta.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aklectures.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
picnic-brand.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gsmforum.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
theconstructor.org;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bunte.de;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
onthegomap.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cilory.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bonnieet.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
maximum.fm;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hotelcosmos.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ivazplus.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
haberler33.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rmf.fm;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
toihoctiengtrung.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techtobo.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
creditosrapidos10min.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dailyhive.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
winnetnews.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
curriculum.mobi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
toptoon.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
caputos.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
usethinkscript.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
hespress.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dfyauthority.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
niobehosting.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vidaativa.pt;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0
widget.qobuz.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
streetlib.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kunstnet.de;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
aigitali.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thayers.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
blog.cincinnatichildrens.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
belk.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
travelmadmum.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
youchooz.nl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
illustrationx.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
deltaradio.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dcard.tw;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fivehotelsandresorts.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
webien.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
asoeshop.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
slotozilla.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fsconline.info;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
al-batal.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
populareverything.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ziaja.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nowjakarta.co.id;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
senetic.pl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uydudoktoru.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
moorecountync.gov;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
suunto.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
hypervsn.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
koke.kz;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ifcmarkets.com;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lebonheur.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bibliography.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tshirtgang.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
niveshmarket.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
objectsystems.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
zapzee.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
thediydreamer.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
directeats.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
flyingpizza.ch;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gahar.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vlink.asia;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
carolinakidcoders.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sponzyscript.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
stylecaster.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
hungama.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
austinweeklynews.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
uncyclopedia.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
e-vrit.co.il;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gelirkapisi.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
parcomega.ca;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
wypracowania.pl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
popwebdesign.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
egretia.io;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
catalove.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
xbts.io;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tvvendee.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ngaus.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mindsparktechnologies.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mycredit.ua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
suomisanakirja.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2019.jsconf.eu;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
hapi.dev;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
appfolio.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
visitsingapore.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rooftopfilms.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
friendstheexperience.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
statrys.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cemoi.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rynekzdrowia.pl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ofmark.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
inbusiness.kz;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tamashakhoneh.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
seoeshop.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
housesumo.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ownetic.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
easycheesyvegetarian.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
commercenext.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bite.lt;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vbox7-mp3.info;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
memleket.com.tr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sportfito.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ktmsklep.pl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dicklovett.co.uk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
paroshat.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fluidbuzz.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
preischamp.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
krjogja.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
yuumari.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
codigoespagueti.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
netrun.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lockdown168.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mmradio.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
xtranews.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
luxuriousmagazine.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
openspeedtest.com;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
miniteh.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kompasiana.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gujaratisweets.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
direktno.hr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
toutdonner.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
felleskjopet.no;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
corrieredellacalabria.it;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
trueid.id;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
onehack.us;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rust-oleum.eu;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
velasresorts.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cargames.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
dujin.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ondemands.in;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kisahdunia.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
qna.center;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eseminar.tv;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bellgardenschamber.biz;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
salto.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ladbible.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
check4d.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
remate.ph;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
justika.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
frisbi24.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mediaad.org;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tropicaltidbits.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mainfin.ru;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dilmil.co;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
def-shop.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
swr3.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
techport.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
imanoor.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
topvisor.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sodepami.vn;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
verifykit.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cgjob.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
cmore.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
resaa.net;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
unimagdalena.edu.co;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
usdish.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
packagingeurope.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
vikatan.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nextinpact.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
magerta.ir;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mallplaza.cl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
curiotube.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
travelinspiredliving.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
rosebikes.de;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
yourvpnservice.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tagesstimme.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sportingnews.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
forocoin.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
espanafascinante.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wirelesspowerconsortium.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
instasaved.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
photovisi.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
alexia.fr;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bricknbolt.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
musictarin.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
forex4you.ru.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tracxn.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
thbfarm.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gameworld.gr;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
therusticelk.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
southbayriders.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
amoad.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
surclaro.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gsm.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
swinglife.ru;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
theconstructionindex.co.uk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mexc.ru;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
abyss.com.au;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
newmedicinefoundation.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
oinkoink.com.mx;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
chesspuzzle.net;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
nuestrosecreto.com.mx;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
connery.dk;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mobilesmspk.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kellofoorumi.fi;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
clubvolvo.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
freefincal.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
navatv.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
mssafetypartners.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
itweek.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
rockmetalshop.pl;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
wnjradio.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kalender.digital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tarpits.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
floridarambler.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
wearwardrobe.co;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lombardianotizie.online;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bzns.media;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
offmp3.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
kisskissbankbank.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
raheeno.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80s80s.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
behtarino.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
castbox.fm;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
operaliege.be;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lsn.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
blast.hk;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
baarzesh.net;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mysorelocal.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sydan.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
gadgetadvisor.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
so3ody.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mojadm.sk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ufazeed.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
travelist.jp;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tortoiseforum.org;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
brtnetwork.id;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
resumen.cl;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
housinganywhere.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
corriereromagna.it;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
catalunyadiari.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
taniaksiazka.pl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
bakti.id;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
md5hashing.net;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
donbalon.com;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
neoprofs.org;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
prime.md;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sberometer.ru;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
conductexam.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
thewaytohappiness.org;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
science-et-vie.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
unacademy.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
europosud.ua;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
melonstube.cc;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tamperelainen.fi;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
drewramseymd.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
hydra888.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
bumm.sk;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
nobroker.in;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
opto.net.in;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
engadin.ch;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
penguincbd.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
troublefreepool.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
talyarkoni.org;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ai-art.tokyo;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sezzle.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
lostfilm-tv.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
suiteness.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
mvmco.ir;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
tiktokforbusinesseurope.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
healyconsultants.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
sarzaminfile.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fanlager.de;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
stocksplithistory.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
captainmorgan.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
binomo-webtrade.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
fastighetsagarna.se;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
exportcomments.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
lowcarb-nocarb.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
by-pink.com;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
makeupmuddle.com;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
scardu.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
softwaretestingclass.com;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
pleinchamp.com;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
glamsham.com;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
coverr.co;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
book2look.de;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
iwmf.ir;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
qrz.ru;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
patheos.com;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ozaria.com;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
prothomalo.com;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
