;website;domComplexity;cssComplexity;badJavascript;pageWeight;requests
678;dinedreamdiscover.com;97;81;100;100;93
679;knigger.com;100;88;74;100;53
680;bhuntr.com;100;100;100;93;92
681;dizimax.me;37;-32;85;100;81
682;carbuzz.com;86;96;40;100;66
683;meeyland.com;78;75;98;100;91
684;wonderfulmind.co.kr;97;100;97;100;73
685;34.ua;92;100;89;-116;38
686;televet.com;98;98;99;100;60
687;teologiapolityczna.pl;93;10;76;100;75
688;3d-galleru.ru;99;93;98;100;78
689;mokhtalefmusic.com;100;73;64;100;80
690;hig365.com;95;-9;74;100;92
691;totallythebomb.com;90;77;100;100;82
692;prepdeck.com;95;75;100;100;54
693;wmarket.com.ua;86;2;84;100;77
694;hoseinghorbani.com;100;58;100;100;85
695;apahkam.ir;100;75;87;100;91
696;aceronline.ru;83;38;98;100;-87
697;thegorbalsla.com;83;72;61;100;79
698;aurora.tech;87;86;100;100;96
699;mydmc.online;100;27;64;100;67
700;traforce.com;98;66;100;100;85
701;khosim.com;98;75;100;100;91
702;iwmf.ir;94;70;88;100;97
703;chattermill.com;95;99;99;100;46
704;datamars.com;93;-102;99;100;80
705;msto.me;97;35;86;100;86
706;webien.net;-60;22;83;100;84
707;intive.com;100;59;100;100;100
708;flutterbyexample.com;87;100;100;100;100
709;invictastores.com;100;49;99;100;60
710;affinityspotlight.com;100;100;100;100;99
711;mangatone.com;83;100;65;83;50
712;iranantiq.com;95;54;100;100;89
713;maanacreation.com;27;48;98;100;79
714;matadornetwork.com;37;40;99;100;96
715;atulhost.com;100;96;100;100;98
716;faradeed.ir;43;12;73;100;80
717;plumasatomicas.com;99;99;-11;100;72
718;ktmsklep.pl;88;14;99;100;96
719;mp3fm.me;80;99;100;100;72
720;charliekirk.com;100;100;79;-78;46
721;webmasterforum.com.tr;-136;41;88;100;77
722;4filmyzilla.nl;42;31;99;100;-2
723;deadline.com;66;100;80;-46;61
724;dailyhive.com;83;33;73;100;62
725;wp.pl;97;99;98;100;85
726;brokermint.com;98;64;54;100;84
727;daftsex.com;100;100;75;98;93
728;campuspedia.id;100;100;89;-620;72
729;homeinthefingerlakes.com;95;72;100;100;90
730;phdessay.com;90;99;100;100;100
731;whatsappsstatusvideos.com;97;56;74;100;48
732;uzmanposta.com;97;56;76;100;100
733;computerworld.hu;97;70;97;100;70
734;abcdinamo.com;98;60;100;100;99
735;theinnerbeast.com;76;69;73;100;64
736;huangxuan.me;100;77;99;100;99
737;yaldagames.com;89;99;88;100;87
738;bearstech.com;100;91;100;100;89
739;andermatt-sedrun-disentis.ch;90;17;99;100;73
740;cleanserve.pl;100;43;98;100;97
741;in4net.com;98;-63;85;100;53
742;cupfulofkale.com;98;87;100;100;91
743;phantompilots.com;14;9;99;100;61
744;qola.ir;100;95;100;100;100
745;culture.pl;100;24;100;100;100
746;totenart.com;48;10;72;100;64
747;momsla.com;98;98;99;100;84
748;finex.co.id;97;99;99;100;73
749;webkul.com;98;100;66;88;8
750;clicavisos.com.ar;-82;37;87;100;-82
751;registronacional.com;83;69;60;100;91
752;thehowtohome.com;98;72;99;100;90
753;cosplaylewd.com;68;-106;96;100;80
754;lokadata.id;100;99;97;100;67
755;anadoludabugun.com.tr;65;75;98;100;76
756;wifigid.ru;93;100;81;6;60
757;evincedev.com;47;-27;88;100;-61
758;remysbrands.com;73;99;99;100;99
759;clipartspub.com;100;77;100;100;87
760;micky.com.au;77;-23;-145;100;71
761;fenerium.com;97;2;98;100;91
762;kulturnews.de;97;70;98;100;81
763;webi7.com;87;-29;98;100;89
764;atl.ua;37;15;85;100;60
765;quienlamo.com;91;85;74;100;98
766;10musume.com;100;99;100;100;80
767;mobiworkx.com;100;78;100;100;90
768;moolah.bet;100;94;100;100;100
769;kellysthoughtsonthings.com;97;84;100;100;93
770;thesolutionsjournal.com;96;32;86;100;71
771;moguldom.com;100;-8;85;100;56
772;mytipstick.com;77;100;99;100;100
773;ebtedaei.com;20;55;98;100;84
774;espirituracer.com;47;-15;85;100;34
775;androidinfo.ru;95;73;98;100;100
776;chkoushik.com;100;90;99;100;94
777;instasaved.net;93;61;74;100;79
778;escapeprogram.ru;100;19;-28;100;82
779;topwar.ru;100;97;97;100;81
780;alfabozum.com;100;100;100;100;96
781;bils.ir;100;100;100;100;100
782;raymandnet.ir;-102;-72;97;100;78
783;5afayaradio.com;100;66;100;100;100
784;afexnigeria.com;82;96;87;100;95
785;dianarambles.com;93;84;100;100;89
786;kontestacja.com;100;91;88;100;88
787;dailyappetite.com;98;76;100;100;91
788;voscreen.com;100;100;87;100;90
789;localsearchforum.com;80;40;100;100;84
790;epbr.com.br;61;-41;98;100;97
791;ikhtisar.net;79;57;29;100;65
792;3click.com;100;-11;100;100;84
793;cutesycrafts.com;98;99;100;100;91
794;taleof2backpackers.com;95;5;98;100;99
795;vreale.tv;100;90;100;100;93
796;amf.com.ua;61;23;87;100;74
797;codeby.net;59;45;100;100;90
798;mobilerecharge.com;90;73;100;100;85
799;doanassignment.com;98;84;88;100;72
800;playkids.com;98;91;100;100;83
801;dentalsave.com;93;-67;94;100;80
802;manelemp3.net;100;72;75;100;95
803;hurawatch.com;82;48;87;100;31
804;meta.ua;88;94;53;100;65
805;itccacquisitions.com;93;100;100;100;100
806;diariodechiapas.com;97;45;97;100;78
807;lifeshouldcostless.com;98;86;100;100;90
808;allueur.com;83;4;99;100;87
809;aminoeditor.com;100;100;100;100;100
810;tiendatercom.com;100;84;100;100;100
811;majorleagueeating.com;95;61;98;100;82
812;tracxn.com;100;86;100;100;94
813;velasresorts.com;90;85;72;100;67
814;liwli.ru;91;82;72;100;78
815;miriamveiga.com.br;92;40;1;100;82
816;webkima.com;51;53;98;100;100
817;bamboorelay.com;92;95;100;100;-29
818;coryrylan.com;100;100;100;100;94
819;main-bet.com;98;-5;98;100;60
820;internapoli.it;54;0;62;100;49
821;realmailorderbride.com;98;92;85;100;93
822;bringerparcel.com;100;100;100;100;100
823;tw.live;93;88;98;100;84
824;harvestfestival.com;70;99;88;100;100
825;khaledalsabt.com;95;54;99;100;93
826;azantime.app;97;97;88;100;98
827;lisasdinnertimedish.com;100;78;88;100;81
828;theonegenerator.com;100;91;67;100;83
829;react-tutorial.app;100;100;100;100;99
830;bookmygarage.com;92;85;100;100;98
831;leapoffaithcrafting.com;98;78;100;100;94
832;fastessay.com;100;100;100;100;90
833;crossword365.com;93;70;96;100;69
834;thesmartcanine.com;97;96;100;100;91
835;esu.edu.sa;75;100;72;-790;48
836;khanebosch.com;90;99;99;100;100
837;lalajo21.com;87;95;76;100;83
838;avalonstar.com;97;100;100;100;98
839;yourstory.com;84;100;73;100;24
840;drakemall.com;45;26;99;100;79
841;pakistanistores.com;100;79;100;100;84
842;hostchefs.eu;100;31;88;100;78
843;24tv.ua;96;79;97;100;88
844;caputos.com;69;-36;94;100;73
845;thelsgroup.com;83;100;100;100;100
846;realmailorderbrides.net;100;86;100;100;100
847;computerbase.de;94;96;100;100;87
848;feqhweb.com;93;48;100;100;90
849;dmvideo.download;97;66;75;100;89
850;premier.one;100;88;99;100;91
851;aturtleslifeforme.com;98;55;96;100;95
852;holtorfmed.com;100;100;99;100;85
853;anonymous-proxies.net;100;79;100;100;100
854;catalunyadiari.com;45;98;88;100;99
855;aviaforum.ru;99;100;98;100;83
856;maybelatergames.co.uk;100;100;100;100;96
857;wildearth.tv;97;-89;95;100;75
858;webwave.me;38;14;86;100;85
859;lacotto.jp;95;100;64;55;22
860;allmandlaw.com;92;-5;97;100;98
861;by-pink.com;97;85;100;100;86
862;frontpagelive.com;15;-286;94;100;55
863;komakhaal.com;100;19;96;100;73
864;thepalettemuse.com;95;85;99;100;98
865;pmaktif.com;100;100;100;100;87
866;midnrreservations.com;100;51;85;100;100
867;mrbilit.com;65;83;100;100;83
868;freefincal.com;100;81;98;100;96
869;behtarinideh.com;83;-74;98;100;99
870;uludagotocekici.com;83;-24;85;100;87
871;ultrawifipro.com;95;33;86;100;76
872;turkishliving.com;49;48;98;100;90
873;academyofmartialarts.com;87;100;100;100;100
874;esubtitle.com;100;33;96;100;93
875;fixly.pl;89;96;100;100;89
876;mamanam.com;100;27;88;100;86
877;rpginitiative.com;81;15;99;100;88
878;pricebaba.com;25;100;14;100;73
879;beautyandthebeets.com;100;85;100;100;88
880;videoigr.net;33;89;74;100;-67
881;revistazunai.com.br;91;-28;59;100;68
882;pulsoslp.com.mx;54;78;59;100;-7
883;paroshat.com;98;96;99;100;82
884;athleticgreens.com;83;100;100;100;90
885;power357radio.com;85;99;75;100;97
886;born2be.ua;70;84;98;100;79
887;americainmuebles.com;-41;43;87;100;77
888;baoboard.com;90;-41;100;100;100
889;ianlunn.co.uk;100;99;100;100;100
890;click.ir;98;55;100;100;80
891;clementsols.com;82;99;100;100;100
892;tecdiary.net;97;90;100;100;99
893;kantlyn.com;97;-113;97;100;100
894;1coinmaster.com;100;80;98;100;84
895;thequietgrove.com;98;56;99;100;88
896;urdunotes.com;91;-15;84;100;42
897;cosmomusic.ca;31;92;99;100;51
898;englishsummary.com;80;100;89;100;99
899;russianbridess.com;100;84;100;100;87
900;loi.com.uy;100;76;98;100;93
901;untwitch.com;94;87;74;100;84
902;biletyplus.ru;52;62;94;100;95
903;farsilynda.com;60;96;86;100;37
904;lescent.co.za;83;-9;84;100;86
905;doramiru.com;100;91;98;100;89
906;hatefinvest.com;97;18;100;100;99
907;khateyek.com;87;35;97;100;98
908;flixable.com;99;100;98;100;94
909;caregiver.com;84;93;-114;100;70
910;biographiya.com;100;92;100;100;100
911;mysatina.today;100;79;100;100;96
912;instanik.com;95;-36;99;100;96
913;rus-massage.com;72;-8;100;100;78
914;erikalust.com;85;97;100;100;95
915;eden-court.co.uk;100;70;100;100;87
916;kink.nl;98;97;100;100;100
917;duan24h.net;-223;-65;54;100;34
918;patrickwatertor.com;100;96;100;100;100
919;emojio.ru;100;100;89;99;76
920;katykicker.com;98;73;100;100;95
921;easycrypto.ai;100;47;100;100;99
922;trovo.live;87;94;88;100;83
923;tygia.com;-548;91;98;100;95
924;infoconcert.com;79;25;4;100;39
925;powertofly.com;84;57;98;100;49
926;alwaystheholidays.com;98;88;100;100;91
927;mbellucci.com.br;80;99;99;100;100
928;warframe.market;98;77;99;100;93
929;becorrect.com;100;86;99;100;95
930;moda.com.pe;98;57;99;100;73
931;faktyoswiecim.pl;50;32;59;100;42
932;wd40.lat;98;48;100;100;100
933;aimseducation.edu;98;100;100;100;90
934;tvcairport.com;74;13;100;100;87
935;lapsi.al;40;15;41;100;13
936;dmarket.com;88;57;95;100;75
937;haberinternette.com;91;78;73;100;71
938;miramistin.ru;92;81;99;100;87
939;motoroctane.com;83;95;75;100;89
940;itsenf.com;93;29;88;100;21
941;hentaitk.net;81;70;43;100;71
942;irbsportconsulting.com;88;100;100;100;96
943;andrewlock.net;100;85;99;100;93
944;aklectures.com;100;100;100;100;86
945;ytranking.net;88;83;62;100;64
946;kir2kos.net;88;58;100;100;100
947;mybeautybunny.com;83;84;99;100;89
948;thegingeredwhisk.com;97;81;100;100;100
949;legitmailorderbride.com;97;76;99;100;84
950;pinkzorro.ru;39;69;74;100;97
951;wagstermagic.com;80;99;100;100;100
952;badtaste.it;81;29;72;100;65
953;curnonwatch.com;100;99;100;100;89
954;farvater.travel;71;68;94;100;99
955;manomode.com;88;-66;99;100;99
956;think201.com;98;11;100;100;91
957;melovy.ir;100;88;100;100;100
958;koalaonmattress.com;100;93;100;100;76
959;leonidasesteban.com;-25;100;100;100;94
960;avv.de;77;56;88;100;47
961;morsedecoder.com;98;99;97;100;100
962;visitworldheritage.com;98;99;100;100;100
963;tuns.my;100;51;98;100;100
964;muchata.com;96;73;60;100;68
965;intrade.com;83;99;100;100;100
966;buckget.com;98;75;87;100;100
967;violanews.com;90;32;82;100;76
968;unicyclist.com;100;32;100;100;100
969;mediaweaver.jp;100;99;58;100;97
970;abchomeopathy.com;100;100;99;100;100
971;utubemusic.ir;100;81;100;100;98
972;weplay.tv;70;85;99;100;77
973;defendernetwork.com;83;98;100;100;91
974;waterfront.com;95;99;100;100;100
975;dominicanewsonline.com;92;-1;97;100;94
976;domotekhnika.ru;72;91;99;100;90
977;twitter.com;100;100;100;100;100
978;amp.dev;100;100;100;100;100
979;backroadramblers.com;97;81;76;100;79
980;dating-network.com;98;91;100;100;87
981;businesstech.co.za;68;45;-8;100;65
982;ecoporno.ru;97;78;88;100;40
983;mobygeek.com;86;97;95;100;64
984;118tr.net;87;-15;98;100;99
985;motoredbikes.com;93;47;76;100;87
986;vipnation.com;100;39;38;100;100
987;chromjuwelen.com;97;99;98;100;100
988;cloudninecare.com;69;36;96;100;62
989;pmc.com;97;70;99;100;76
990;fuchsia.dev;100;45;100;100;100
991;quepasamedia.com;83;95;100;100;92
992;1001consejos.com;98;92;100;100;65
993;humanitix.com;93;100;100;100;66
994;isilanlarikariyer.com;96;81;62;100;80
995;idtlearning.com;82;21;95;100;86
996;bernardyni.pl;80;100;54;-67;92
997;homeschoolhideout.com;93;38;99;100;71
998;piligrim.ua;32;7;94;100;84
999;avazac.com;97;92;100;100;100
1000;trofey.ru;73;-5;97;100;74
1001;urban-programmetv-sorties.fr;100;81;99;100;100
1002;keepv.id;98;65;100;100;100
1003;matlabnew.ir;83;51;99;100;79
1004;rgweek.com;41;27;99;100;89
1005;asoeshop.com;50;22;98;100;-58
1006;housefulofhandmade.com;98;86;100;100;85
1007;kitchenmason.com;100;73;88;100;94
1008;topwomensmag.com;78;68;61;100;68
1009;mythreecents.com;98;81;100;100;100
1010;cmbv.fr;92;43;87;100;92
1011;malwaretips.com;63;38;88;100;47
1012;dinarys.com;98;94;100;100;74
1013;ritekit.com;98;54;86;100;84
1014;houseofharo.com;77;82;99;100;99
1015;autoportal.com;96;87;-13;100;73
1016;big-book-city.ru;100;100;100;100;99
1017;hellotera.com;33;-106;86;100;59
1018;communication-connection.com;82;100;100;100;100
1019;mybroadband.co.za;88;100;-1;-22;31
1020;amon.tech;92;92;97;100;73
1021;kwanzalodge.com;73;99;100;100;99
1022;problogger.com;90;-8;98;100;86
1023;laffgaff.com;98;90;97;100;99
1024;mui.today;100;98;100;100;96
1025;eldolar.live;93;51;-32;100;66
1026;vpsboard.com;93;45;100;100;93
1027;twsaver.com;100;100;100;100;78
1028;hondaswap.com;92;100;100;100;90
1029;definanzas.com;100;92;99;100;87
1030;999plumber.co.uk;54;100;99;100;89
1031;truecall-ua.com;89;84;74;100;97
1032;elementorforum.com;97;41;100;100;91
1033;duit.cc;100;100;100;100;100
1034;vtvvitla.com;71;-4;0;100;34
1035;as.com;28;-23;71;100;79
1036;foodgressing.com;90;86;99;100;91
1037;fliplet.com;98;-31;98;100;45
1038;hsionline.com;95;83;99;100;92
1039;insideparadeplatz.ch;23;39;35;100;74
1040;todayscreativeideas.com;98;94;76;100;90
1041;iyikus.com;64;41;98;100;77
1042;beamery.com;100;88;100;100;93
1043;mybeautybrides.net;92;84;97;100;98
1044;resumen.cl;83;97;84;100;85
1045;ayaito.net;85;76;100;100;87
1046;mangaxy.com;92;85;63;100;82
1047;eloutput.com;97;53;99;100;97
1048;luxe.digital;100;80;97;100;86
1049;castellitoscani.com;96;61;98;100;76
1050;cookcraftlove.com;98;86;100;100;93
1051;landlifecompany.com;98;99;100;100;96
1052;texas.cl;72;94;100;100;100
1053;parmatik.com;100;98;99;100;87
1054;talon.by;100;38;99;100;94
1055;woztell.com;85;5;84;100;81
1056;learnapp.com;97;85;98;100;67
1057;engineerboards.com;73;40;31;100;60
1058;innpoland.pl;90;100;98;100;67
1059;yabancidizitv.net;50;77;99;100;99
1060;freestar.com;100;19;98;100;80
1061;anteraja.id;92;46;100;100;91
1062;dailypost.co.uk;97;84;63;100;75
1063;million-wallpapers.ru;100;99;100;100;87
1064;meetsmore.com;33;96;98;100;70
1065;myonlineradio.hu;96;72;74;100;93
1066;volyn24.com;17;31;71;100;50
1067;actu.fr;100;95;100;100;91
1068;vijaykarnataka.com;82;9;-90;100;67
1069;compragamer.com;98;68;96;100;67
1070;coinstats.app;98;95;99;100;81
1071;kawowo.com;83;94;75;100;84
1072;thinhweb.com;92;29;73;100;88
1073;forodecostarica.com;61;44;87;100;87
1074;hosadigantha.com;-21;-84;100;100;100
1075;elazighakimiyethaber.com;45;67;61;100;63
1076;kitset.ir;100;91;99;100;100
1077;writeanypapers.com;100;100;100;100;82
1078;iprodoc.ru;100;87;98;100;100
1079;victorzhou.com;100;100;100;100;100
1080;cabotwealth.com;97;10;11;100;67
1081;achievable.me;100;49;100;100;95
1082;keepa.com;100;60;94;100;100
1083;humaninvestgroup.com;100;-143;60;100;78
1084;relationshiphero.com;100;82;98;100;67
1085;rockmetalshop.pl;61;41;94;100;51
1086;berrymaple.com;98;78;100;100;94
1087;ecommercefastlane.com;90;-43;87;100;94
1088;donantoniodistribuidora.com;95;-15;100;100;100
1089;backgroundcheckall.com;94;76;96;100;71
1090;asrtabriz.com;79;61;86;100;51
1091;club-hd.com;33;7;97;100;16
1092;tryolabs.com;98;100;99;22;63
1093;homeworkneeded.com;95;30;88;100;100
1094;lankydan.dev;100;100;100;100;100
1095;maxutils.com;100;100;100;100;100
1096;esh-derevenskoe.ru;53;-11;97;100;66
1097;pinarello.com;100;98;100;100;69
1098;wkruk.pl;34;49;86;100;60
1099;codespark.com;97;47;88;100;73
1100;intertop.ua;89;-72;97;100;89
1101;quinnstrendis.com;75;99;99;100;100
1102;rangoabzar.com;48;-27;87;100;83
1103;thereader.com;85;-344;74;100;67
1104;flonga.com;100;100;100;100;100
1105;kukufm.com;100;90;100;100;85
1106;commercemates.com;98;61;97;100;86
1107;earlowen.com;93;84;100;100;87
1108;xn--12c3bpr6bsv7c.com;97;91;99;100;100
1109;dziennikzwiazkowy.com;19;-75;-12;100;23
1110;csswizardry.com;100;100;100;100;72
1111;whatshop.live;100;88;97;100;100
1112;ezzatkhah.com;95;68;100;100;55
1113;beztabu.net;85;100;40;100;75
1114;moyaosvita.com.ua;97;83;43;100;82
1115;tendenzias.com;-23;84;-1106;100;-44
1116;dorzeczy.pl;100;7;94;100;77
1117;wausaupilotandreview.com;82;-371;-137;100;18
1118;top-hashtags.com;87;13;99;100;100
1119;drmagic.ir;100;55;100;100;98
1120;lockdown168.com;100;47;99;100;100
1121;amplience.com;83;100;100;100;94
1122;lamejor.com.mx;86;68;98;100;65
1123;meppelercourant.nl;40;40;99;100;69
1124;hime-channel.com;92;33;88;100;87
1125;mgts.ru;89;97;26;100;78
1126;loperonline.com;85;50;100;100;100
1127;f2school.com;83;92;59;100;85
1128;veganbits.com;87;-3;96;100;87
1129;infinitidesign.it;93;-88;99;100;85
1130;buickforums.com;83;42;97;100;86
1131;engen.co.za;93;79;100;100;87
1132;topkhoj.com;97;13;61;100;84
1133;braveindianews.com;69;-5;47;100;49
1134;karylskulinarykrusade.com;95;83;100;100;100
1135;metromatinee.com;84;61;74;100;82
1136;chicorei.com;93;98;100;100;80
1137;hope-sthlm.com;97;84;100;100;81
1138;pintsizedbaker.com;98;84;100;100;87
1139;consultorio.me;100;53;100;100;100
1140;bankiros.ru;59;79;97;100;87
1141;wifenow.net;95;92;100;100;96
1142;hubhopper.com;98;90;99;100;78
1143;holistichorse.com;99;49;86;100;83
1144;dare2compete.com;98;100;94;100;83
1145;historia.id;97;57;95;100;60
1146;kbisupdate.com;77;100;100;100;100
1147;fasny.com;100;88;100;100;100
1148;imodern.ru;55;64;86;100;73
1149;tehlux.com;-21;-89;96;100;59
1150;tookapic.com;98;98;100;100;99
1151;digitap.eu;100;64;100;100;81
1152;punkpost.com;99;75;98;100;86
1153;kayseriolay.com;77;69;75;100;75
1154;macoblog.com;100;44;100;100;100
1155;feastandfarm.com;100;78;100;100;94
1156;dronebelow.com;55;11;12;100;20
1157;allquransurah.ru;83;0;-272;100;73
1158;lightsourcewithin.com;75;99;100;100;100
1159;dni.ru;83;95;-189;100;56
1160;quran.com;48;83;100;100;100
1161;cazeeponds.com;85;100;100;100;100
1162;imamag.ir;100;93;76;100;76
1163;diysolarforum.com;53;49;100;100;87
1164;ilhambabayev.com;91;4;97;100;84
1165;kowloonbuilding.com;80;99;100;100;95
1166;freejapaneselessons.com;98;100;89;90;87
1167;uznayvse.ru;100;85;100;100;100
1168;kremchik.ua;100;98;99;100;96
1169;dianashealthyliving.com;90;92;99;100;85
1170;defected.com;72;93;99;100;86
1171;lenta.ru;76;99;75;100;21
1172;thestoryshack.com;100;98;100;100;94
1173;ezyschooling.com;90;100;94;100;90
1174;biggo.com.tw;94;82;98;100;84
1175;domoplius.lt;95;74;95;100;73
1176;tehranpodcast.ir;95;-96;98;100;84
1177;frasespedia.com;98;98;88;100;59
1178;vc.ru;81;40;99;100;89
1179;lightstep.com;64;97;99;100;89
1180;pangoly.com;100;60;99;100;93
1181;knewz.com;100;60;99;100;98
1182;chelsweets.com;95;82;100;100;87
1183;finegardening.com;100;50;99;100;82
1184;in-gl.de;27;98;100;100;94
1185;digitaldailys.com;89;7;73;100;67
1186;kross.eu;36;39;85;100;54
1187;faratips.com;100;43;100;100;96
1188;idtube.me;100;58;95;100;100
1189;ac-franchise.com;58;98;98;100;65
1190;brandjoy.jp;100;100;89;-56;71
1191;beyeu.com;80;29;75;100;74
1192;clickplayer.tv;63;-11;71;100;41
1193;pushpushgo.com;97;69;100;100;77
1194;elenafurs.ru;98;90;99;100;72
1195;puzzle-movies.com;92;-64;83;100;98
1196;cosmeticobs.com;96;82;97;100;100
1197;impericon.com;98;99;100;100;93
1198;theoldfashioned.com;77;83;100;100;100
1199;proprietario-telefono.com;82;47;57;100;86
1200;midnight.im;100;54;100;100;99
1201;westviamidwest.com;100;86;100;100;95
1202;marchandash.com;90;53;100;100;80
1203;mobilityarena.com;46;88;61;100;91
1204;finheaven.com;97;41;98;100;67
1205;raj.bet;100;46;99;100;82
1206;parsfl.ir;83;-129;94;100;75
1207;pantheon-esp.com;97;48;100;100;100
1208;prophotopro.net;97;34;-123;100;92
1209;pasttenses.com;100;95;100;100;100
1210;thegay.com;97;80;88;100;63
1211;beyondanimal.com;100;98;100;100;100
1212;importkey.com;98;75;97;100;93
1213;alleideen.com;98;68;24;100;72
1214;raybodgroup.ir;87;-108;94;100;87
1215;101android.ru;100;79;75;100;87
1216;watcha.com;98;100;100;100;91
1217;love2dev.com;100;98;100;100;98
1218;mahjongames.com;94;21;94;100;90
1219;chrome-stats.com;100;85;100;100;95
1220;portakhfif.com;100;57;100;100;100
1221;mjurnal.com;100;73;99;100;94
1222;mobilesacademy.com;83;93;85;100;93
1223;mojeradical.com;100;42;97;100;85
1224;bigblueswimschool.com;91;-16;74;100;80
1225;lesjours.fr;90;19;99;100;100
1226;kalkinemedia.com;-96;46;96;100;64
1227;cybernews.com;54;-3;95;100;72
1228;printersme.com;97;23;87;100;100
1229;roosterteeth.com;90;45;99;100;46
1230;preactjs.com;98;98;100;100;89
1231;forogore.com;38;34;100;100;62
1232;themailorderbride.com;92;91;97;100;96
1233;adultnode.com;100;41;99;100;100
1234;tddomovoy.ru;-105;23;96;100;-23
1235;tbwacolombia.com;82;39;100;100;99
1236;polyurethan.ru;85;53;94;100;71
1237;vickyflipfloptravels.com;83;97;69;100;93
1238;investorshangout.com;89;51;84;100;58
1239;technews.lk;100;97;100;100;89
1240;ihome.ir;100;100;100;100;98
1241;myslo.ru;91;91;75;100;46
1242;dailyrecord.co.uk;61;79;62;100;65
1243;ftx.cool;93;100;100;100;88
1244;haberler33.com;50;17;73;100;69
1245;cash4brands.ru;100;86;100;100;99
1246;personalitydna.com;100;95;99;100;98
1247;wedevs.com;90;32;99;100;71
1248;addsubtitles.tv;100;100;99;100;95
1249;yolele.com;98;99;100;100;97
1250;talesofamountainmama.com;98;83;86;100;88
1251;fshoq.com;88;84;99;100;93
1252;asiatimes.com;29;97;87;100;80
1253;aladd.net;100;46;88;100;90
1254;expatexplore.com;98;4;86;100;56
1255;wypracowania.pl;92;81;100;100;84
1256;eteignezvotreordinateur.com;100;38;98;100;86
1257;cvindependent.com;78;97;64;100;90
1258;epicentrk.ua;74;100;86;59;35
1259;freepc.jp;89;43;84;100;83
1260;funibo.com;98;6;97;100;81
1261;fincalculator.ru;92;78;97;100;96
1262;emojis.wiki;98;94;96;100;93
1263;hypervsn.com;94;7;99;100;13
1264;vasafitness.com;87;26;75;100;71
1265;fnn24.com;99;-16;73;100;96
1266;visitsoutherndelaware.com;66;-21;96;100;69
1267;klikterbaru.com;100;89;100;100;87
1268;buckeyeads.com;48;66;98;100;100
1269;wingstuff.com;33;25;71;100;78
1270;retailrocket.ru;90;30;99;100;72
1271;laopinion.com;81;85;99;100;93
1272;icomparefx.com;98;82;100;100;73
1273;xxxbestrank.mobi;76;9;88;100;90
1274;medongroup-spb.ru;60;29;74;100;24
1275;domrfbank.ru;98;-571;99;100;90
1276;chicagohealthonline.com;79;98;60;100;70
1277;paranormalis.com;79;20;97;100;70
1278;pirilancer.com;64;-126;82;100;72
1279;cuberto.com;100;96;99;100;94
1280;planetared.com;57;-63;87;100;93
1281;impactcee.com;76;-80;95;100;70
1282;coronatracker.com;98;94;100;100;95
1283;mahamayainternet.com;75;100;64;100;83
1284;androidayuda.com;97;53;99;100;100
1285;konopna-farmacja.com;98;54;86;100;72
1286;form-publisher.com;98;100;100;100;87
1287;flyarystan.com;98;74;99;100;84
1288;leboutique.com;22;100;86;-177;28
1289;lordroid.com;100;84;98;100;89
1290;kontrast.at;74;-46;99;100;99
1291;lifeloveandgoodfood.com;92;83;88;100;87
1292;homealarmreport.com;98;98;100;100;91
1293;parsiday.com;100;100;100;100;95
1294;black-friday.global;100;93;100;100;99
1295;bazaar.ru;100;99;100;100;92
1296;bingopetshop.ir;64;100;72;-309;60
1297;encazip.com;100;98;98;100;99
1298;visittulsa.com;98;100;100;100;80
1299;edelstahl-tuerklingel.de;93;87;100;100;89
1300;fsk.ru;98;97;74;100;59
1301;yourroom.ru;81;77;94;100;53
1302;chikiriki.ru;100;79;88;100;62
1303;downzen.com;100;100;100;100;98
1304;tobiz.net;100;59;41;100;100
1305;bhadar.com;98;87;100;100;85
1306;property.ca;86;94;100;100;96
1307;poisk-podbor.ru;100;100;98;100;87
1308;wav-library.net;71;87;71;100;79
1309;absba.cc;84;41;99;100;93
1310;hellcase.com;52;-242;94;100;84
1311;wherethesmileshavebeen.com;98;85;100;100;93
1312;10times.com;100;88;99;100;97
1313;ebuxxx.net;100;99;98;100;90
1314;freecryp.top;77;-12;100;100;97
1315;daneshjookit.com;33;3;83;100;61
1316;doktersehat.com;82;-47;59;100;99
1317;quantifycrypto.com;92;53;100;100;100
1318;worldrenew.net;98;-193;71;100;76
1319;tfgm.com;85;54;100;100;96
1320;tabnakbato.ir;81;75;99;100;76
1321;fullhub.ru;94;89;62;100;78
1322;limeroad.com;100;79;87;100;83
1323;farnhammaltings.com;93;86;100;100;100
1324;miridei.com;100;93;100;100;99
1325;afroic.com;74;100;100;80;83
1326;montyroberts.com;98;0;85;100;84
1327;mnogomebeli.com;78;87;88;100;66
1328;tonight.co.za;98;77;96;100;77
1329;hamyarkhas.ir;97;48;100;100;100
1330;perkuto.com;83;47;85;100;81
1331;forum-mechanika.pl;97;49;99;100;87
1332;walling.app;98;42;98;100;83
1333;2bahiskenti.com;40;100;100;36;40
1334;lexiangla.com;90;86;100;100;92
1335;litemind.com;98;88;100;100;100
1336;flixboss.com;28;83;98;100;94
1337;amozeshfarsi.ir;49;8;99;100;87
1338;multi-programming.com;100;95;99;100;93
1339;meygeia.gr;97;100;96;100;81
1340;phdtest.ir;86;-11;96;100;86
1341;binomo-webtrade.com;100;99;100;100;98
1342;man-top.ru;63;91;59;100;82
1343;ifood.com.br;95;51;99;100;70
