;website;domComplexity;cssComplexity;badJavascript;pageWeight;requests
1997;microsofters.com;82;7;98;100;87
1998;cryptointalk.com;59;18;100;100;99
1999;cardinfo.ir;100;73;87;100;100
2000;poisk-mastera.ru;100;46;100;100;81
2001;ambientweather.net;97;13;100;100;91
2002;learnjavascript.online;100;100;100;100;100
2003;alleyelashes.com;99;60;99;100;94
2004;istanbulbogazicienstitu.com;80;78;100;100;89
2005;rtcamp.com;100;97;100;100;91
2006;meusanimais.com.br;97;99;97;100;75
2007;ethanmarcotte.com;100;99;100;100;100
2008;bimeon.ru;100;95;100;100;80
2009;lawsofux.com;100;100;100;100;100
2010;thebellyrulesthemind.net;100;76;100;100;91
2011;thesmartmethod.com;85;79;99;100;100
2012;monsterone.com;56;100;100;100;98
2013;wranglertjforum.com;94;1;61;100;71
2014;blogonyourown.com;100;97;100;100;100
2015;ussurmedia.ru;92;17;63;100;65
2016;printreach.com;58;-43;96;100;79
2017;readmoo.com;-63;84;86;100;54
2018;acontipro.com;100;100;100;100;98
2019;malatyacadde.com;64;73;100;100;73
2020;bitmidi.com;96;100;86;100;90
2021;efinancemanagement.com;100;92;99;100;99
2022;extratips.com;16;78;100;100;94
2023;yearcompass.com;100;96;100;100;99
2024;pornozo.net;100;38;100;100;87
2025;worldtravelfamily.com;100;85;100;100;100
2026;trinidadexpress.com;12;20;-1;100;52
2027;dailyplaylists.com;98;100;99;100;98
2028;ccitonline.com;100;48;100;100;100
2029;visualstories.com;92;97;100;100;79
2030;versus.com;100;97;100;100;96
2031;chefsimon.com;83;100;74;100;67
2032;kalaoma.com;50;46;100;100;66
2033;tuvturkistasyonlari.com;100;66;100;100;100
2034;baguiocityguide.com;47;15;98;100;74
2035;datarang.com;100;100;100;100;100
2036;takas.lk;-530;12;98;100;80
2037;huffduffer.com;100;98;100;100;100
2038;tazehkar.com;100;61;99;100;82
2039;material-ui.com;100;99;100;100;43
2040;yenglishtube.com;93;15;97;100;99
2041;trkterra.ru;74;45;94;100;80
2042;theguidedbuyer.com;78;99;100;100;87
2043;primechaniya.ru;95;100;64;100;72
2044;iereisland.com;88;100;100;100;87
2045;10bye.com;100;99;75;100;82
2046;fitpeople.com;95;99;97;100;77
2047;pravnapomoc.app;97;92;100;100;73
2048;xn--80affa3aj0al.net;100;50;94;100;100
2049;eromanga-yoru.com;100;77;100;100;94
2050;anoboy.media;98;88;100;100;87
2051;dailystorm.ru;82;80;75;100;60
2052;buildyourbite.com;100;83;100;100;87
2053;basalam.com;40;25;99;100;64
2054;infoshare.pl;95;-68;98;100;70
2055;tinder.com;100;89;100;100;100
2056;musictarin.com;100;91;100;100;100
2057;modetalente.com;11;89;99;100;73
2058;rpp.pe;84;53;73;100;60
2059;fuckcombustion.com;88;50;100;100;87
2060;thewholetruthfoods.com;97;9;99;100;55
2061;meidaan.com;98;-20;98;100;87
2062;mamikos.com;69;79;87;100;89
2063;convert2mp3.club;100;100;100;100;100
2064;maggieappleton.com;100;100;100;100;100
2065;republic.ru;77;68;99;100;74
2066;amailorderbrides.com;100;69;88;100;100
2067;takiedela.ru;55;86;98;100;80
2068;magazyngitarzysta.pl;59;68;-313;100;25
2069;fansubbers.gr;8;-112;82;100;87
2070;amuse.com;4;100;99;100;80
2071;wolczanka.pl;60;40;87;100;32
2072;tourparavel.com;100;100;67;42;83
2073;mosbatesabz.com;38;-11;86;100;73
2074;thestrategystory.com;100;-2;85;100;77
2075;xosodaiphat.com;66;95;-137;100;72
2076;medicalys-tunisie.com;73;89;100;100;100
2077;readytofind.com;100;69;99;100;100
2078;pishraaneh.com;88;-79;87;100;83
2079;kancelaria-prawna.uk;100;51;100;100;100
2080;lifehackerka.ru;65;22;-144;100;60
2081;moneywisemoms.com;98;72;100;100;87
2082;thefamilybreeze.com;83;-50;82;100;79
2083;technik.community;100;3;99;100;100
2084;hotmovs.com;89;81;63;100;73
2085;lolalambchops.com;97;99;99;100;88
2086;todotrial.com;21;74;95;100;97
2087;binomo-webtrading.com;100;100;89;82;100
2088;ark-nights.com;100;100;100;100;99
2089;pasaria.ir;-222;41;-209;100;33
2090;eresmama.com;92;99;95;100;60
2091;araratour.com;98;47;100;100;87
2092;malatyanethaber.com.tr;39;68;-5;100;57
2093;wolinka.com.tr;100;88;88;100;99
2094;qubicgames.com;95;41;85;100;49
2095;executivecentre.com;94;29;62;100;65
2096;razortools.net;89;-36;9;100;77
2097;handymanservicesofmcallen.com;77;99;100;100;100
2098;topcopon.ir;30;-199;97;100;38
2099;lebtown.com;78;53;99;100;91
2100;restaurantguru.com;92;93;61;100;87
2101;lowcarbwow.com;100;84;100;100;100
2102;partywithunicorns.com;88;80;99;100;84
2103;marksandspencer.ru;84;20;71;100;47
2104;canal4rd.com;92;29;99;100;93
2105;classic-literature.co.uk;94;97;86;100;93
2106;fluidbuzz.com;100;45;100;100;93
2107;auburnpub.com;49;23;74;100;70
2108;mamadu.pl;92;100;98;100;67
2109;molekule.com;81;97;86;100;77
2110;quozio.com;100;94;100;100;99
2111;dimaht.com;97;25;100;100;96
2112;watchonline.guide;100;10;96;100;60
2113;dreamz.com;93;100;100;100;79
2114;hurtel.com;33;-86;94;100;83
2115;vaghayerooz.com;92;54;87;100;63
2116;evo-web.co.uk;67;100;100;90;93
2117;mangazuki.me;52;15;88;100;99
2118;eye.security;100;99;100;100;89
2119;btcmanager.com;57;92;71;100;70
2120;yeticycles.com;100;99;100;100;83
2121;telegrouplink.com;99;56;86;100;82
2122;khedmatazma.com;97;62;99;100;93
2123;lahzeakhar.com;97;58;99;100;100
2124;tanvarz.ir;8;-92;96;100;100
2125;matson.online;98;99;100;100;92
2126;progorodnn.ru;83;79;-74;100;-1
2127;lisa.ru;98;96;85;100;73
2128;carvaganza.com;98;71;100;100;85
2129;asianbride.me;100;86;100;100;87
2130;ritheme.com;98;61;100;100;98
2131;direktno.hr;31;27;82;100;67
2132;planbee.com;100;57;99;100;61
2133;landspeed.com;85;100;100;100;100
2134;poshinprogress.com;98;49;86;100;32
2135;moe-belgorod.ru;64;-70;87;100;80
2136;rocketium.com;95;28;36;100;70
2137;645ventures.com;100;92;100;100;66
2138;drhonow.com;95;34;98;100;27
2139;free-sample-packs.com;78;-92;75;100;99
2140;twitchetts.com;100;78;100;100;87
2141;ringingcedars.international;-105;65;-14;100;58
2142;wallmine.com;95;-2;96;100;69
2143;loichile.cl;78;89;86;100;82
2144;finparty.ru;99;96;75;100;77
2145;alfaleasing.ru;82;82;85;100;78
2146;lostfilm-tv.ru;97;66;82;100;59
2147;victor-mochere.com;31;-47;-301;100;67
2148;chadrokeach.com;83;100;100;100;100
2149;blackvoicenews.com;62;13;98;100;39
2150;militaryautosource.com;95;12;77;100;71
2151;fernandesguitars.com;93;100;100;100;100
2152;warshaonline.com;82;10;99;100;85
2153;clubvolvo.ru;31;100;87;100;51
2154;binomo.com;100;99;100;100;98
2155;mastertest.ir;83;100;74;70;72
2156;coinmarketcap.com;64;95;99;100;72
2157;enxf.net;-98;100;100;100;82
2158;woop.id;97;95;86;100;94
2159;ezalenyeg.hu;92;90;73;100;66
2160;head-phone.ir;86;30;76;100;82
2161;myhotbride.com;82;86;97;100;95
2162;replika.ai;100;100;100;100;99
2163;irancook.ir;88;55;99;100;82
2164;bestlatinwomen.com;95;78;99;100;80
2165;enseme.com;88;100;100;100;100
2166;radioparadise.com;83;-72;97;100;87
2167;cmrsurgical.com;95;26;98;100;95
2168;cc.chat;17;16;98;100;93
2169;masonfit.com;98;97;100;100;87
2170;tokeny.pl;73;-56;-12;100;72
2171;mbib.ru;35;82;88;100;92
2172;vjav.com;98;94;88;100;75
2173;rtours.ru;69;-89;94;100;87
2174;alandroidnet.com;100;96;76;100;86
2175;coolpc.com.tw;82;-104;94;100;74
2176;amazingoutdoorfurniture.com;77;99;99;100;100
2177;turboyadak.com;78;62;99;100;98
2178;anhealth.ru;81;24;74;100;80
2179;mycredit.ua;100;88;100;100;83
2180;tagline.ru;49;-32;73;100;11
2181;pointerpointer.com;100;100;99;100;100
2182;xconomy.com;92;82;97;100;69
2183;mmgp.com;36;47;100;100;83
2184;iceland-photo-tours.com;95;100;100;100;100
2185;likewise.com;98;82;94;100;68
2186;auroraoss.com;100;90;88;100;100
2187;iitahfiz.edu.my;83;19;99;100;87
2188;ronaaq.com;83;-15;99;100;84
2189;applaunching.com;95;-3;84;100;96
2190;variety.com;30;58;97;100;67
2191;kafasozluk.com;66;92;99;100;96
2192;edusanjal.com;100;99;100;100;77
2193;wollstonecraftcoaching.com;72;100;88;100;98
2194;dveri.com;97;100;100;94;54
2195;diariodevallarta.com;41;6;71;100;52
2196;ria.ru;10;76;27;100;64
2197;uknewsline.com;100;-31;84;100;78
2198;vidzi.ir;90;22;100;100;100
2199;adultchatdatingsites.com;97;40;99;100;89
2200;cmhahelps.com;80;100;99;100;100
2201;dailydevbytes.com;100;100;100;100;99
2202;pics-x.com;96;75;76;100;95
2203;ibeautystore.com;65;86;97;100;7
2204;51talk.ph;97;20;98;100;61
2205;honeysanime.com;83;89;99;100;86
2206;roozno.com;71;54;75;100;82
2207;teslaownersonline.com;44;69;99;100;84
2208;catalove.com;100;99;99;100;93
2209;edodatki.pl;100;96;60;100;79
2210;amenteemaravilhosa.com.br;97;99;97;100;73
2211;discountbro.com;79;46;100;100;98
2212;kosicednes.sk;69;-10;72;100;70
2213;businesscasestudies.co.uk;63;-43;95;100;66
2214;hitcare.com;78;99;100;100;100
2215;1906newhighs.com;97;100;88;100;91
2216;piccalil.li;100;100;100;100;100
2217;hypotheker.nl;85;70;99;100;83
2218;karnevaldeutschland.de;100;73;100;100;91
2219;herewebook.dk;97;69;97;100;98
2220;wakawaka.world;100;94;100;100;100
2221;thediydreamer.com;98;76;100;100;94
2222;esam.ir;100;30;98;100;73
