,website,domComplexity,cssComplexity,badJavascript,pageWeight,requests
2795,vasaham.com,97,-47,96,100,96
2800,toychamp.nl,98,99,100,100,87
2801,gizbot.com,89,95,94,100,73
2802,celebmasta.com,100,97,100,100,72
2803,toplearn.com,99,39,40,100,94
2806,androidtime.com,100,64,100,100,96
2808,pahlischhomes.com,77,76,85,100,55
2809,dasa.com.br,95,98,100,100,100
2810,thebermudatriangle.com,70,99,100,100,87
2811,doctoroz.com,95,94,99,100,66
2812,kinship.co,100,96,88,100,78
2814,tuttoandroid.net,98,97,99,100,95
2817,encotentin.fr,93,39,99,100,83
2818,gls-pakete.de,85,93,100,100,80
2819,zee5.com,94,24,72,100,71
2820,matters.news,95,100,100,100,81
2822,chicco.com.ua,56,-1,94,100,82
2823,estradaistudio.pl,77,51,-167,100,36
2826,civil808.com,22,-4,99,100,84
2827,laosnews.gr,98,-18,86,100,63
2828,theindusparent.com,45,54,12,100,21
2832,etisalat.ae,-41,-97,-94,100,60
2836,monaca.io,100,-108,97,100,84
2837,web24.ir,93,13,96,100,98
2843,pishkhan.com,84,82,17,100,65
2844,egamers.io,83,32,100,100,72
2847,allbanglanewspaper.co,56,82,62,100,-343
2848,yourvpnservice.com,100,90,100,100,93
2849,expat-dakar.com,98,83,87,100,79
2854,adslzone.net,97,53,99,100,100
2856,stagecoachbus.com,94,-9,85,100,79
2858,inewsource.org,70,76,99,100,87
2860,gameflare.com,33,55,99,100,87
2866,laconicml.com,94,-288,94,100,79
2870,acheter-louer.fr,100,99,46,100,100
2877,modpodgerocksblog.com,100,84,100,100,96
2878,homebuiltairplanes.com,18,9,-227,100,14
2879,7gardun.com,80,26,84,100,92
2882,androidzoom.ir,83,50,88,100,100
2883,iod.media,89,64,94,100,-39
2884,eldestapeweb.com,36,92,94,100,70
2885,sccoa.com,84,49,100,100,87
2888,craftpassion.com,98,93,100,100,83
2889,nulledteam.com,50,-118,97,100,82
2890,patheos.com,98,15,99,100,73
2891,theincircle.com,98,29,87,100,65
2892,bhojpurisavan.in,100,78,100,100,100
2893,shamrockrovers.ie,67,-132,97,100,65
2894,medinside.ch,98,5,98,100,83
2895,binbaz.org.sa,89,48,99,100,93
2897,brums.com,60,100,96,100,82
2898,ena.fr,95,19,88,100,81
2901,cenduparam.com,98,85,100,100,96
2907,aib.ru,98,44,99,100,98
2908,e-ticaret.top,83,100,89,98,80
2910,lumni.fr,100,100,100,100,91
2912,nassfeld.at,78,51,100,100,100
2914,uncyclopedia.org,83,99,100,100,96
2915,hdpornos.net,81,99,98,100,91
2917,twishort.com,100,85,99,100,94
2920,baman24.ir,97,90,100,100,91
2923,mvtvn.com,80,99,100,100,89
2925,libro.at,65,91,99,100,91
2926,tamo.vn,92,94,99,100,88
2927,brightcarbon.com,98,70,100,100,100
2929,imhd.sk,50,91,76,100,77
2931,holidayiq.com,77,25,100,100,100
2932,gsm.ir,25,24,99,100,95
2933,builtwith.com,100,95,100,100,100
2936,schoenen-dunk.de,82,26,85,100,81
2937,hemington.com.tr,56,6,82,100,77
2938,hozana.org,1,90,100,100,84
2940,playojo.com,89,2,84,100,58
2942,eldesmarque.com,45,63,86,100,74
2943,traders-union.ru,90,99,85,100,36
2946,hunade.com,100,100,88,100,98
2947,allaroundmoving.com,97,12,98,100,100
2948,larryludwig.com,98,67,100,100,91
2951,aniwatch.me,100,100,99,100,100
2952,kolkatasextoy.com,48,75,100,100,85
2953,aryanaghalam.com,82,100,94,82,29
2955,austinweeklynews.com,83,97,100,100,92
2957,urmart.com,98,99,87,100,80
2961,trukky.com,100,89,100,100,100
2966,emmacruises.com,100,97,100,100,87
2967,henderson.ru,46,44,98,100,17
2968,wayunique.com,83,-76,98,100,91
2969,cet.edu.vn,67,99,100,100,96
2970,mostpop.co.kr,93,82,71,100,54
2971,hardforum.com,80,43,100,100,100
2972,wocial.net,50,-11,96,100,84
2973,blackbeltmag.com,94,81,73,100,76
2974,price-hunt.com,76,100,100,100,87
2976,krakenlyrics.com,97,100,88,100,100
2977,rue89bordeaux.com,94,47,98,100,77
2978,alienhub.com,88,100,100,41,94
2979,otwarteklatki.pl,97,97,97,100,82
2980,arch-projects.com,63,51,99,100,100
2981,logodesign.net,80,100,100,91,72
2984,unacademy.com,98,100,99,100,90
2985,makeupmuddle.com,100,98,100,100,96
2986,scienceabc.com,100,86,99,100,96
2989,spacemarket.com,98,99,99,100,75
2991,travelagu.com,100,100,100,100,100
2993,lsn.com,92,92,99,100,98
2994,ukrafoto.net,100,97,88,100,95
2996,wartakepri.co.id,41,-40,59,100,-8
2997,polizeiticker.ch,100,90,55,100,64
2999,twtpoll.com,97,49,99,100,99
3000,powerenerji.com,93,51,100,100,77
3001,marketrealist.com,100,100,100,100,87
3002,eaomedia.ru,92,17,63,100,62
3005,mahabharti.in,90,-6,100,100,100
3006,tradew.com,100,14,95,100,83
3009,packagingeurope.com,85,35,73,100,65
3010,rsvplive.ie,92,74,96,100,61
3012,bugaboo.com,45,55,99,100,74
3013,quoteddata.com,80,68,99,100,85
3016,webketoan.com,87,2,88,100,100
3017,californiaunpublished.com,100,85,100,100,83
3020,santafenewmexican.com,59,13,73,100,64
3022,matrixcalc.org,88,100,99,100,100
3023,kimjonesgroup.com,67,83,99,100,96
3024,heavytruckpits.com,75,100,99,100,100
3025,lotto-hessen.de,73,4,94,100,53
3026,swift.com,92,100,100,100,94
3028,peerj.com,83,62,100,100,79
3029,d4swing.com,100,100,100,100,100
3032,domainadvisors.com,92,15,85,100,100
3033,etstur.com,94,54,73,100,62
3035,3v4l.org,100,95,100,100,100
3038,windows10forums.com,98,72,88,100,86
3039,booksandbao.com,97,83,100,100,93
3040,freeaudiolibrary.com,98,95,99,100,87
3041,youaremom.com,97,99,97,100,77
3042,searspartsdirect.com,82,92,97,100,55
3043,diaryofajournalplanner.com,100,98,100,100,93
3044,featuremonkey.com,100,99,100,100,69
3045,centrecourt.nl,100,93,100,100,93
3047,queue-it.com,100,80,100,100,87
3048,ilovemychi.com,98,79,88,100,94
3049,verbling.com,97,35,100,100,74
3050,melty.fr,89,57,86,100,75
3051,vedantu.com,57,9,62,100,62
3053,belpodium.ru,89,96,84,100,87
3055,lingotalk.io,88,94,94,100,69
3056,travelgeekery.com,100,63,99,100,80
3057,sheffieldtheatres.co.uk,98,43,87,100,81
3059,disqo.com,92,30,99,100,52
3061,undertow.club,84,100,99,100,71
3064,tnhonline.com,100,86,87,100,91
3065,traintimes.org.uk,100,100,100,100,100
3066,muathuoctot.com,46,-53,83,100,7
3069,familywall.com,100,98,100,100,98
3073,sib360.com,100,89,100,100,75
3074,planningthemagic.net,90,100,86,95,82
3078,penguincbd.com,100,92,97,100,58
3079,inkbox.com,52,75,84,100,63
3080,times24h.com,78,100,85,100,83
3086,techbeasts.com,99,-10,73,100,85
3087,homemadefoodjunkie.com,98,78,100,100,94
3088,acikkuran.com,100,100,100,100,100
3089,fishforums.net,33,34,97,100,78
3090,obi.de,22,-44,98,100,58
3091,seamless.com,83,74,99,100,76
3092,fern.org,83,91,100,100,89
3093,unclinic.ru,80,-63,88,100,73
3095,technopark.ru,85,97,100,100,99
3096,ketosizeme.com,98,76,100,100,100
3097,popimusic.ir,100,86,88,100,96
3099,ricettedellanonna.net,95,100,87,98,84
3100,childrensdmc.org,97,100,75,42,74
3104,coronaviruscymru.wales,80,99,99,100,99
3105,khodrotak.com,98,95,16,100,12
3106,996.icu,100,99,100,100,100
3108,elektrobode.nl,84,100,99,100,99
3109,emmiol.com,48,81,88,100,15
3110,anime2tv.org,93,56,99,100,100
3111,tamworthwindowtinting.com.au,83,100,100,100,96
3113,hatley.com,30,24,99,100,70
3114,gdziepolek.pl,56,100,100,100,87
3115,ars.com,100,52,100,100,98
3117,koinervetti.com,85,-21,88,100,94
3118,pulsegaming-ocm.com,83,100,100,79,94
3119,nature-one.de,97,88,98,100,94
3120,hans-zimmer.com,29,-106,95,100,96
3121,eplsite.football,18,52,61,100,66
3122,ibud.ua,85,99,73,100,34
3128,koombea.com,98,97,100,100,98
3129,videoseyred.in,97,73,99,100,100
3131,buyoutsinsider.com,56,-65,95,100,45
3132,wisconsinwatch.org,92,27,98,100,89
3134,meble-drewniane.com.pl,66,25,99,100,86
3135,entrecourier.com,100,82,100,100,94
3136,vizita.si,87,79,75,100,67
3137,ielts.com.au,85,14,97,100,77
3138,hardhatengineer.com,93,88,100,100,100
3139,paraloscuriosos.com,88,53,62,100,80
3140,wakacje.pl,92,100,99,100,91
3143,cheapestessay.com,69,89,97,100,83
3144,reverseau.com,89,97,28,100,82
3147,luzhniki.ru,100,99,100,100,80
3149,wetterauer-zeitung.de,82,88,100,100,100
3150,mmo4me.com,42,44,88,100,77
3154,petplan.co.uk,100,67,99,100,94
3155,amillionstyles.com,77,-2,59,100,76
3156,bobobox.co.id,100,93,87,100,60
3158,mein-mmo.de,51,1,97,100,79
3159,thepopcornfactory.com,100,99,99,100,76
3160,alphaconverge.com,78,99,99,100,93
3161,filesanywhere.com,82,8,100,100,87
3163,petclassifieds.us,96,45,47,100,89
3164,o-bank.com,98,50,94,100,65
3165,freshegg.co.uk,88,96,-6,100,60
3168,brucelawson.co.uk,100,96,88,100,5
3171,soft4fun.net,54,32,-291,100,32
3173,tv-sports.fr,83,100,89,66,57
3174,zeeshanwebs.com,83,-27,96,100,87
3175,navy-net.co.uk,-1,38,97,100,67
3177,sp-studio.de,100,100,100,100,100
3182,mantel.com,68,80,100,100,80
3184,artnews.com,85,100,98,100,88
3188,varus.ua,92,28,88,100,75
3189,lolelife.com,97,50,98,100,76
3190,colorstv.com,94,-50,64,100,83
3191,wadic.net,90,100,85,71,4
3192,adsenseturkiye.com.tr,39,33,73,100,68
3193,doonhorizon.in,100,71,97,100,81
3197,manchestereveningnews.co.uk,69,72,62,100,79
3198,ezp30.com,100,97,100,100,100
3199,sida.se,93,83,100,100,96
3200,kupbilet.pl,100,100,89,45,55
3202,lingohub.com,81,95,100,100,83
3203,chi-chiamato.com,89,84,73,100,97
3205,multimedios.com,60,93,-109,100,35
3206,thewickednoodle.com,93,85,100,100,93
3210,bid4papers.com,98,100,88,100,87
3211,kentlive.news,83,73,63,100,79
3212,ijebuloaded.com,88,28,61,100,74
3215,imc.ir,93,79,100,100,76
3216,itweek.ru,93,91,53,100,73
3217,miinto.dk,98,56,-271,100,60
3220,moers-festival.de,80,51,98,100,98
3223,beliefnet.com,86,6,97,100,60
3225,ehn.org,83,81,88,100,85
3226,snocasino.com,95,85,100,100,78
3228,pointspot.co,98,89,100,100,99
3231,hhcontracthaulers.com,78,100,100,100,100
3232,rewire.org,90,99,100,100,79
3234,doitgarden.ch,75,31,86,100,75
3237,lottohelden.de,85,51,100,100,100
3238,pvpru.com,-62,47,100,100,98
3239,dabchy.com,100,39,97,100,80
3241,technolife.ir,57,97,100,100,54
3244,buy123.com.tw,98,22,85,100,67
3246,motopoland.com.ua,74,94,100,100,35
3249,unite2020pandemic.com,85,100,100,100,91
3251,xn----2lbcmca4cdtsdb1c.gr,100,100,100,100,75
3253,guruguru.science,98,62,100,100,100
3254,fucd.pro,100,99,99,100,60
3256,avinapardaz.com,93,100,88,43,-22
3257,exclusiveresorts.com,90,100,87,54,55
3259,hclips.com,98,74,88,100,77
3260,slotwolf.com,85,13,99,100,25
3261,afteroffers.com,90,100,79,51,80
3262,photovisi.com,89,35,97,100,72
3264,dailycricket.com.bd,85,51,60,100,69
3265,24.kz,69,45,72,100,19
3269,sieh-an.de,93,100,100,77,69
3271,ponyfoo.com,84,75,100,100,63
3272,uberporno.com,100,26,99,100,84
3273,stern.de,50,99,100,100,78
3276,rosenheim24.de,28,78,87,100,66
3279,beroozresaan.com,77,88,100,100,88
3281,designerchildrenswear.com,98,100,100,100,94
3283,rvforum.net,82,43,100,100,84
3285,ejs.co,100,86,100,100,100
3286,sapporobeer.com,100,40,88,100,75
3287,gozefo.com,100,74,98,100,80
3293,teliumnetwork.se,100,99,100,100,87
3296,24-heures-photos.com,83,90,98,100,100
3298,autotrader.com.au,73,98,98,100,67
3299,autogidas.lt,-171,77,98,100,67
3301,techdracula.com,98,94,63,100,91
3303,mnya.tw,52,64,-4607,100,42
3305,tamasnews.ir,39,-98,98,100,98
3306,lancome.com,73,99,100,100,81
3309,tensorflow.org,39,-7,95,100,84
3310,quotespedia.org,97,21,62,100,83
3314,segurosbolivar.com,97,58,97,100,92
3316,olivemagazine.com,81,48,99,100,75
3317,bag2bag.in,92,89,97,100,100
3318,laravelpackage.com,100,98,100,100,100
3320,alkatreszek.hu,100,54,100,100,98
3321,replicaonline.ro,86,90,60,100,66
3322,chesspuzzle.net,100,62,97,100,79
3323,opportuno.de,80,99,97,100,100
3324,bidopin.com,33,-40,95,100,78
3325,myetherwallet.com,95,94,100,100,84
3326,outbreak.my,87,55,99,100,97
3328,tripswithtykes.com,98,78,100,100,91
3330,careersportal.ie,7,27,85,100,93
3332,foreign-brides.net,96,90,97,100,93
3334,torlock.pw,69,75,100,100,99
3335,f.ua,48,75,86,100,33
3337,hitmanforum.com,97,39,88,100,87
3338,nation.com,83,21,99,100,88
3339,drawasaurus.org,100,98,44,100,87
3341,cepymenews.es,54,95,87,100,-4
3342,simply-hentai.com,100,89,87,100,85
3343,belot.bg,83,5,96,100,88
3344,nannybag.com,95,86,100,100,100
3351,chickenscratchny.com,98,98,100,100,53
3352,100datingsite.com,98,96,100,100,95
3353,ukworkshop.co.uk,92,39,96,100,69
3354,viljamis.com,100,96,100,100,100
3355,betshop.gr,93,98,100,100,82
3356,asiandatingreviews.org,97,67,99,100,84
3357,christ-sucht-christ.de,100,60,99,100,84
3360,mojeppk.pl,100,77,-78,100,79
3361,helios.pl,98,50,99,100,68
3362,hsbresort.com,48,36,82,100,77
3363,hatarakujob.com,100,99,100,100,96
3365,teamos-hkrg.com,65,100,100,100,83
3366,hamrah.academy,83,58,100,100,90
3368,ashleystewart.com,74,32,83,100,59
3369,tahtakaletoptancilari.com,33,9,86,100,96
3371,brtnetwork.id,92,-36,85,100,84
3373,stateofflorida.com,94,90,97,100,76
3375,wnp.pl,99,23,99,100,62
3377,mazdas247.com,76,51,36,100,58
3380,sahm.io,100,54,100,100,100
3384,lavalencia.com,97,39,71,100,-1
3388,englishninjas.com,100,100,89,94,97
3392,pharmajobadda.com,83,24,61,100,75
3395,bludshop.com,93,56,94,100,65
3396,first5california.com,95,97,99,100,67
3398,melectronics.ch,79,28,99,100,82
3399,espanafascinante.com,77,2,87,100,96
3400,srugim.co.il,56,39,71,100,-18
3404,rigla.ru,69,76,86,100,67
3405,hyerdev.com,100,100,100,100,100
3406,alanat.net,41,34,72,100,58
3408,pult.ru,-212,32,87,100,67
3409,pasokhbama.com,83,39,100,100,87
3411,sportico.com,74,90,86,100,67
3413,worldcoffeeevents.org,88,-20,97,100,87
3414,ecc.co.id,90,63,99,100,86
3415,creaite.com,97,22,100,100,100
3417,afradata.net,47,-86,98,100,83
3418,nime.org,100,85,100,100,100
3419,nobitex1.ir,97,95,100,100,86
3420,berkeleysciencereview.com,98,100,100,100,96
3423,postandcourier.com,51,30,84,100,72
3426,campus-classics.com,88,14,98,100,66
3430,bbb.fm,92,100,100,100,100
3433,travelnation.co.uk,100,15,99,100,80
3434,dcmais.com.br,83,7,95,100,78
3436,checko.ru,100,65,100,100,99
3439,whitewall.art,100,100,89,-69,88
3442,boredpanda.com,71,100,87,39,31
3444,elixirschool.com,100,99,100,100,100
3445,dinedreamdiscover.com,97,81,100,100,93
3450,pagepersonnel.es,84,97,86,100,62
3451,hunguesthotels.hu,97,72,96,100,87
3452,army.ca,38,50,74,100,70
3454,tous.com,78,54,100,100,99
3455,eduelo.pl,100,-86,94,100,77
3456,snapdeal.com,11,29,82,100,80
3458,knigger.com,100,88,74,100,53
3460,bhuntr.com,100,100,100,93,92
3464,ultimatecoupons.com,100,100,100,100,92
3465,dizimax.me,37,-32,85,100,81
3467,estudosnacionais.com,67,-14,99,100,100
3472,jobdiagnosis.com,88,98,73,100,74
3475,paytmmoney.com,90,100,89,82,76
3478,the-star.co.ke,21,39,98,100,0
3482,carbuzz.com,86,96,40,100,66
3487,ng.kz,74,84,74,100,56
3488,digitalfactory.co.ao,93,38,100,100,95
3493,cstc.be,100,91,100,100,100
3496,blankshirts.com,94,69,99,100,78
3499,meeyland.com,78,75,98,100,91
3500,lizaypirlanta.com,65,49,83,100,22
3505,zoomit.ir,73,-14,98,100,64
3506,wonderfulmind.co.kr,97,100,97,100,73
3514,34.ua,92,100,89,-116,38
3516,televet.com,98,98,99,100,60
3519,teologiapolityczna.pl,93,10,76,100,75
3520,paninigroup.com,97,85,99,100,92
3522,3d-galleru.ru,99,93,98,100,78
3523,mokhtalefmusic.com,100,73,64,100,80
3524,cartermuseum.org,100,32,94,100,94
3525,hig365.com,95,-9,74,100,92
3526,totallythebomb.com,90,77,100,100,82
3527,pornoente.tv,79,99,98,100,91
3528,kourdmusic.com,100,64,99,100,99
3532,prepdeck.com,95,75,100,100,54
3534,21.com,100,93,97,100,96
3535,wmarket.com.ua,86,2,84,100,77
3538,racedepartment.com,88,32,100,100,78
3540,newyork888.com,93,73,99,100,26
3541,carlow.edu,98,97,99,100,87
3542,codavilla.com,94,77,73,100,82
3543,jawwy.tv,52,75,99,100,-62
3544,hoseinghorbani.com,100,58,100,100,85
3545,solar-partners.jp,92,51,87,100,90
3549,megamaster.kz,62,33,100,100,84
3550,apahkam.ir,100,75,87,100,91
3551,aceronline.ru,83,38,98,100,-87
3552,banana-moon-clothing.co.uk,98,99,100,100,93
3554,thegorbalsla.com,83,72,61,100,79
3555,befunky.com,98,97,98,100,100
3556,aurora.tech,87,86,100,100,96
3561,mydmc.online,100,27,64,100,67
3562,shopxx.net,80,93,100,100,80
3564,traforce.com,98,66,100,100,85
3566,writerduet.com,100,100,100,100,99
3567,thryv.com,73,11,84,100,55
3568,valspar.com,79,100,86,100,77
3569,herox.com,97,74,99,100,66
3571,netplus.ch,79,85,99,100,89
3574,windowsq.com,69,41,100,100,87
3575,dtptransit.design,97,85,99,100,85
3576,all.ir,64,-13,100,100,94
3579,peredvizhnik.ru,-37,65,85,100,1
3580,picwictoys.com,98,98,99,100,96
3581,khosim.com,98,75,100,100,91
3583,yumeko.nl,87,90,100,100,93
3584,scoutsengidsenvlaanderen.be,100,54,100,100,90
3585,iwmf.ir,94,70,88,100,97
3586,lansi-savo.fi,98,100,98,100,67
3587,tefter.io,100,84,100,100,89
3588,ptushki.org,100,47,99,100,87
3591,amorino.com,100,100,100,100,100
3594,railforums.co.uk,99,51,99,100,87
3597,openpolis.it,97,98,100,100,95
3598,mlum.net,93,100,100,100,99
3599,chattermill.com,95,99,99,100,46
3600,datamars.com,93,-102,99,100,80
3601,noticiasimportantes.cl,93,24,88,100,82
3603,msto.me,97,35,86,100,86
3606,eksworkshop.com,100,89,100,100,100
3607,webien.net,-60,22,83,100,84
3610,intive.com,100,59,100,100,100
3612,ukrainianwoman.org,98,94,100,100,87
3615,flutterbyexample.com,87,100,100,100,100
3616,resursbank.se,97,100,100,100,90
3618,goodfon.ru,99,100,63,100,62
3620,structube.com,83,97,97,100,67
3624,scinapse.io,100,100,100,100,87
3625,skincity.com,90,100,99,100,76
3626,invictastores.com,100,49,99,100,60
3628,4711.com,93,96,100,100,85
3629,affinityspotlight.com,100,100,100,100,99
3632,mangatone.com,83,100,65,83,50
3635,iranantiq.com,95,54,100,100,89
3637,maanacreation.com,27,48,98,100,79
3640,matadornetwork.com,37,40,99,100,96
3641,goodnewspilipinas.com,71,-27,85,100,100
3643,alsoug.com,55,11,99,100,93
3645,embarcados.com.br,89,-273,59,100,72
3650,atulhost.com,100,96,100,100,98
3651,toy.ru,24,55,36,100,27
3653,buecher.de,100,50,100,100,100
3654,thisisanfield.com,65,-21,98,100,73
3657,mc-doualiya.com,100,92,100,100,100
3659,faradeed.ir,43,12,73,100,80
3662,readingiq.com,100,100,100,100,99
3664,plumasatomicas.com,99,99,-11,100,72
3665,ktmsklep.pl,88,14,99,100,96
3666,mp3fm.me,80,99,100,100,72
3667,supercheapauto.com.au,29,-4,73,100,35
3674,creativejuiz.fr,100,100,100,100,100
3676,charliekirk.com,100,100,79,-78,46
3677,addnine.com,100,100,100,100,100
3678,govnokri.in,84,-6,100,100,100
3679,nordwestbahn.de,98,78,100,100,98
3680,droidforums.net,7,100,100,88,66
3681,webmasterforum.com.tr,-136,41,88,100,77
3682,cheshire-live.co.uk,100,100,-125,93,58
3683,4filmyzilla.nl,42,31,99,100,-2
3684,deadline.com,66,100,80,-46,61
3688,dailyhive.com,83,33,73,100,62
3689,wp.pl,97,99,98,100,85
3691,brokermint.com,98,64,54,100,84
3692,crystalbet.com,48,-32,-82,100,98
3696,daftsex.com,100,100,75,98,93
3697,collegedekho.com,44,65,99,100,98
3699,renault.fr,80,100,100,100,100
3700,troublefreepool.com,77,1,86,100,94
3703,campuspedia.id,100,100,89,-620,72
3705,form-mailer.jp,97,77,100,100,66
3706,homeinthefingerlakes.com,95,72,100,100,90
3707,phdessay.com,90,99,100,100,100
3708,whatsappsstatusvideos.com,97,56,74,100,48
3709,shicheng.news,97,64,99,100,98
3715,uzmanposta.com,97,56,76,100,100
3716,mindsparktechnologies.com,88,18,99,100,100
3717,computerworld.hu,97,70,97,100,70
3718,abcdinamo.com,98,60,100,100,99
3719,bukovel24.com,73,38,100,100,84
3720,lotto-bayern.de,89,81,94,100,98
3721,enewhope.org,92,58,87,100,73
3725,theinnerbeast.com,76,69,73,100,64
3729,hotelcosmos.ru,96,48,73,100,79
3730,cityspidey.com,98,-305,85,100,60
3733,huangxuan.me,100,77,99,100,99
3734,garr.tv,74,99,97,100,98
3737,yaldagames.com,89,99,88,100,87
3738,sapnaonline.com,72,46,99,100,79
3740,mylondon.news,97,73,63,100,79
3743,militaryimages.net,98,47,99,100,83
3744,bearstech.com,100,91,100,100,89
3745,seelatest.com,83,43,-43,100,73
3746,andermatt-sedrun-disentis.ch,90,17,99,100,73
3747,chiemgau24.de,38,78,99,100,65
3748,rosebikes.de,33,57,100,100,71
3749,cleanserve.pl,100,43,98,100,97
3750,in4net.com,98,-63,85,100,53
3752,taniaksiazka.pl,50,47,99,100,84
3753,baqend.com,100,100,100,100,59
3756,themercury.co.za,98,77,96,100,81
3757,lockpickworld.com,95,-31,86,100,78
3760,cupfulofkale.com,98,87,100,100,91
3762,macuser.de,40,44,100,100,75
3763,alltechslot.com,90,49,99,100,99
3765,phantompilots.com,14,9,99,100,61
3767,anghami.com,83,95,97,100,80
3768,avalon.fun,100,100,100,100,99
3769,qola.ir,100,95,100,100,100
3770,mosigra.ru,94,88,28,100,46
3772,unicreditbank.ru,88,100,83,-469,34
3773,culture.pl,100,24,100,100,100
3774,mywowgold.com,100,46,100,100,99
3776,traveloffpath.com,97,76,88,100,8
3777,brokernotes.co,100,95,100,100,100
3778,totenart.com,48,10,72,100,64
3782,thepaperstore.com,82,46,96,100,85
3784,letsknowit.com,97,65,100,100,63
3787,sophisticatedgourmet.com,95,50,100,100,100
3789,theweather.com,62,56,72,100,80
3791,etymonline.com,97,94,100,100,100
3793,bronco.co.uk,100,99,100,100,86
3796,curlsbot.com,100,98,100,100,100
3797,momsla.com,98,98,99,100,84
3798,haaretz.com,74,100,85,100,51
3805,mesmanuels.fr,90,74,100,100,98
3806,sockscap64.com,73,100,98,94,91
3809,finex.co.id,97,99,99,100,73
3810,cginederland.nl,85,100,89,36,71
3814,webkul.com,98,100,66,88,8
3815,efectoled.com,94,52,98,100,69
3816,clicavisos.com.ar,-82,37,87,100,-82
3817,registronacional.com,83,69,60,100,91
3818,sareeo.com,35,45,73,100,79
3819,lijiababy.com.cn,100,100,100,-83,90
3821,meltybuzz.fr,94,99,86,100,80
3823,levelwinner.com,95,79,100,100,88
3825,echo24.de,85,78,100,100,78
3827,secretprojects.co.uk,92,100,100,100,87
3829,wireclub.com,100,76,100,100,99
3833,thekotel.org,20,93,100,100,100
3834,pogo.com,87,97,100,100,98
3836,khuba.in,78,100,100,100,100
3837,akcaabathaber.com,100,100,100,39,98
3838,thehowtohome.com,98,72,99,100,90
3839,northbay.ca,92,87,100,100,96
3840,tiaa.org,88,25,97,100,69
3842,airport-parking-shop.co.uk,100,93,100,100,100
3843,kudoskitchenbyrenee.com,98,85,100,100,91
3844,familiesandwork.org,98,100,100,100,100
3848,cosplaylewd.com,68,-106,96,100,80
3849,lokadata.id,100,99,97,100,67
3852,anadoludabugun.com.tr,65,75,98,100,76
3853,interstateplastics.com,97,95,99,100,53
3855,wifigid.ru,93,100,81,6,60
3860,evincedev.com,47,-27,88,100,-61
3862,remysbrands.com,73,99,99,100,99
3864,khabaronline.ir,48,56,99,100,43
3865,crossborderxpress.com,100,100,88,100,52
3866,clipartspub.com,100,77,100,100,87
3867,vip168sa.co,100,66,100,100,100
3868,smile.one,86,89,99,100,66
3870,boldsky.com,96,97,35,100,81
3872,pikiran-rakyat.com,83,100,-109,30,-68
3873,coloradorapids.com,79,11,99,100,72
3874,micky.com.au,77,-23,-145,100,71
3875,fenerium.com,97,2,98,100,91
3877,devonlive.com,92,73,63,100,76
3878,kulturnews.de,97,70,98,100,81
3879,kika.nl,100,52,100,100,84
3880,lider.media,70,67,85,100,20
3881,webi7.com,87,-29,98,100,89
3882,hekmat.ca,100,74,100,100,96
3883,bastionhotels.com,88,25,98,100,83
3884,sauerlandkurier.de,82,83,99,100,99
3885,beauty-shop.ru,36,88,84,100,10
3887,atl.ua,37,15,85,100,60
3888,quienlamo.com,91,85,74,100,98
3889,tagblatt.ch,79,99,76,100,80
3890,datadiario.com,37,96,99,100,84
3891,10musume.com,100,99,100,100,80
3892,pousadas.pt,58,11,98,100,74
3901,mobiworkx.com,100,78,100,100,90
3902,clevelandfilm.org,98,55,75,100,60
3903,ymt.com,77,98,100,100,87
3905,moolah.bet,100,94,100,100,100
3907,aaz.ro,41,100,-43,100,67
3912,kellysthoughtsonthings.com,97,84,100,100,93
3913,thesolutionsjournal.com,96,32,86,100,71
3916,moguldom.com,100,-8,85,100,56
3917,mytipstick.com,77,100,99,100,100
3921,first-spear.com,92,91,100,100,56
3922,net-aware.org.uk,90,89,100,100,83
3923,ebtedaei.com,20,55,98,100,84
3924,1st.com,90,72,100,100,90
3927,sheknows.com,83,73,98,100,78
3931,sportbible.com,79,97,99,100,62
3932,threadsmagazine.com,85,58,100,100,85
3933,espirituracer.com,47,-15,85,100,34
3935,androidinfo.ru,95,73,98,100,100
3936,achievo.org,100,97,88,100,95
3938,chkoushik.com,100,90,99,100,94
3942,instasaved.net,93,61,74,100,79
3944,escapeprogram.ru,100,19,-28,100,82
3945,airlinestravel.ro,82,-79,82,100,79
3947,sexpartnercommunity.com,73,47,100,100,100
3950,edubeans.com,100,77,76,100,87
3951,topwar.ru,100,97,97,100,81
3953,snappyexchange.com,98,100,100,100,-23
3954,alfabozum.com,100,100,100,100,96
3960,bils.ir,100,100,100,100,100
3963,flyin.com,84,17,82,100,73
3964,gopaisa.com,100,91,88,100,80
3965,checkyeti.com,90,99,100,100,99
3967,raymandnet.ir,-102,-72,97,100,78
3969,musement.com,-5,98,99,100,37
3970,kinkly.com,97,91,61,100,81
3972,5afayaradio.com,100,66,100,100,100
3973,kazpost.kz,100,94,100,100,87
3974,afexnigeria.com,82,96,87,100,95
3975,fx.co,98,95,99,100,100
3977,dianarambles.com,93,84,100,100,89
3978,kontestacja.com,100,91,88,100,88
3979,paf.com,83,87,-79,100,87
3981,meine-krankenkasse.de,78,93,100,100,96
3982,webrtc.org,100,47,100,100,100
3983,dailyappetite.com,98,76,100,100,91
3988,awaan.ae,79,53,85,100,9
3991,houten.nl,100,98,100,100,98
3993,gandalf.com.pl,37,41,86,100,77
